Experiment,well,scan id,lambda max wavelength,lambda max absorbance,well,concentration,volume,additive,Equilibration,temp,Minutes_Between_LastAddition_and_Scan
CMH_068,B03,scan_027,586,0.291,B03,100,30,C7,Y,24.9,44.2213955
CMH_032,D04,scan_036,564,0.253,D04,100,35,C7,Y,26.5,43.37233157
CMH_032,D08,scan_073,573.1052632,0.235,D08,100,35,C7,Y,26.7,42.68510977
CMH_038,C09,scan_084,568.4,0.269,C09,100,35,C7,Y,26.3,41.51576222
CMH_038,B12,scan_102,600.5,0.264,B12,100,35,C7,Y,26.2,47.26264827
CMH_068,C03,scan_027,594.4,0.291,C03,100,35,C7,Y,24.9,41.98939253
CMH_032,E04,scan_036,586.2857143,0.266,E04,100,40,C7,Y,26.5,41.16994872
CMH_032,E08,scan_074,400,0.242,E08,100,40,C7,Y,26.6,48.95644515
CMH_038,D09,scan_085,583.6666667,0.223,D09,100,40,C7,Y,26.3,48.02975305
CMH_038,C12,scan_102,619.6666667,0.27,C12,100,40,C7,Y,26.2,44.95159455
CMH_068,D03,scan_027,614.75,0.297,D03,100,40,C7,Y,24.9,39.7413912
CMH_032,F04,scan_036,603.1818182,0.222,F04,100,45,C7,Y,26.5,38.95844445
CMH_032,F08,scan_074,629.6666667,0.236,F08,100,45,C7,Y,26.6,46.76027833
CMH_038,E09,scan_085,602.625,0.241,E09,100,45,C7,Y,26.3,45.7945822
CMH_038,D12,scan_102,616,0.201,D12,100,45,C7,Y,26.2,42.6529275
CMH_068,E03,scan_027,640.1818182,0.32,E03,100,45,C7,Y,24.9,37.51705872
CMH_032,G04,scan_036,594,0.264,G04,100,50,C7,Y,26.5,36.76761295
CMH_032,G08,scan_074,620,0.21,G08,100,50,C7,Y,26.6,44.55893938
CMH_038,F09,scan_085,621.75,0.19,F09,100,50,C7,Y,26.3,43.57109413
CMH_038,E12,scan_102,619,0.227,E12,100,50,C7,Y,26.2,40.36325942
CMH_068,F03,scan_027,645.75,0.261,F03,100,50,C7,Y,24.9,35.29222338
CMH_032,H04,scan_036,602,0.203,H04,100,55,C7,Y,26.5,34.56678487
CMH_032,H08,scan_074,614,0.204,H08,100,55,C7,Y,26.6,42.35378403
CMH_038,G09,scan_085,619,0.181,G09,100,55,C7,Y,26.3,41.33575997
CMH_038,F12,scan_103,619.2,0.181,F12,100,55,C7,Y,26.1,47.90775553
CMH_068,G03,scan_027,641.6666667,0.196,G03,100,55,C7,Y,24.9,33.0825653
CMH_032,A05,scan_036,588.7142857,0.159,A05,100,60,C7,Y,26.5,32.36494938
CMH_032,A09,scan_074,616.6666667,0.165,A09,100,60,C7,Y,26.6,40.15078577
CMH_038,H09,scan_085,623.8,0.132,H09,100,60,C7,Y,26.3,39.10559505
CMH_038,G12,scan_103,619,0.138,G12,100,60,C7,Y,26.1,45.63825868
CMH_068,H03,scan_027,630.5555556,0.137,H03,100,60,C7,Y,24.9,30.85789413
CNH_048,C01,scan_036,712.5,0.548,C01,0.001,20,C6,N,26.6,79.5706889
CNH_048,E03,scan_037,722.2,0.583,E03,0.001,20,C6,N,26.7,47.17502198
CNH_064,C01,scan_031,740.25,0.525,C01,0.001,25,C6,N,26.9,67.56537515
CNH_064,D01,scan_031,742.6666667,0.543,D01,0.001,30,C6,N,26.9,65.36453617
CNH_064,E01,scan_031,764,0.568,E01,0.001,35,C6,N,26.9,63.16773718
CNH_064,F01,scan_031,768.5,0.558,F01,0.001,40,C6,N,26.9,60.97870662
CNH_064,G01,scan_031,717.6,0.544,G01,0.001,45,C6,N,26.9,58.7683753
CNH_048,D01,scan_036,709.5,0.544,D01,0.001,50,C6,N,26.6,77.36268693
CNH_048,F03,scan_037,743,0.558,F03,0.001,50,C6,N,26.7,44.99202368
CNH_048,E01,scan_036,744,0.549,E01,0.01,10,C6,N,26.6,75.158023
CNH_048,G03,scan_037,762,0.582,G03,0.01,10,C6,N,26.7,42.81402387
CNH_048,F01,scan_036,718.8888889,0.533,F01,0.01,20,C6,N,26.6,72.96052288
CNH_048,H03,scan_038,750,0.58,H03,0.01,20,C6,N,26.7,47.82218295
CNH_064,H01,scan_031,823,0.548,H01,0.01,25,C6,N,26.9,56.57470492
CNH_064,A02,scan_031,833.3333333,0.502,A02,0.01,30,C6,N,26.9,54.37703595
CNH_064,B02,scan_031,817.5714286,0.44,B02,0.01,35,C6,N,26.9,52.16820383
CNH_064,C02,scan_031,807,0.521,C02,0.01,40,C6,N,26.9,49.98301077
CNH_064,D02,scan_031,829,0.371,D02,0.01,45,C6,N,26.9,47.78603773
CNH_048,G01,scan_036,746,0.55,G01,0.01,50,C6,N,26.6,70.74768968
CNH_048,A04,scan_038,763.8,0.581,A04,0.01,50,C6,N,26.7,45.64015723
CNH_048,H01,scan_036,707,0.54,H01,0.1,10,C6,N,26.6,68.56284073
CNH_048,B04,scan_038,739.2,0.577,B04,0.1,10,C6,N,26.7,43.4375172
CNH_048,A02,scan_036,746,0.553,A02,0.1,20,C6,N,26.6,66.37252318
CNH_048,C04,scan_039,757,0.548,C04,0.1,20,C6,N,26.7,48.4471878
CNH_064,E02,scan_031,777,0.605,E02,0.1,25,C6,N,26.9,45.59102343
CNH_064,F02,scan_031,773.2222222,0.597,F02,0.1,30,C6,N,26.9,43.39653435
CNH_064,G02,scan_032,772,0.573,G02,0.1,35,C6,N,26.9,48.20320305
CNH_064,H02,scan_032,780,0.605,H02,0.1,40,C6,N,26.9,46.0047075
CNH_064,A03,scan_032,770,0.61,A03,0.1,45,C6,N,26.9,43.80353962
CNH_048,B02,scan_036,764.5,0.578,B02,0.1,50,C6,N,26.6,64.157517
CNH_048,D04,scan_039,719.2857143,0.577,D04,0.1,50,C6,N,26.7,46.23835182
CNH_048,C02,scan_036,743,0.566,C02,1,10,C6,N,26.6,61.95117933
CNH_048,E04,scan_039,719,0.576,E04,1,10,C6,N,26.7,44.05868527
CNH_048,D02,scan_036,723,0.528,D02,1,20,C6,N,26.6,59.74635373
CNH_048,F04,scan_039,762,0.604,F04,1,20,C6,N,26.7,41.87968658
CMH_063,G02,scan_029,772,0.572,G02,1,20,C6,Y,25.8,41.95422507
CMH_063,C06,scan_062,724.5,0.621,C06,1,20,C6,Y,26,43.13439182
CNH_064,B03,scan_032,720.7142857,0.528,B03,1,25,C6,N,26.9,41.60387295
CMH_063,H02,scan_030,777,0.63,H02,1,25,C6,Y,25.9,46.66788692
CMH_063,D06,scan_063,728,0.586,D06,1,25,C6,Y,26,49.01022322
CMH_073,G08,scan_055,734,0.576,G08,1,25,C6,Y,26.1,47.71395422
CMH_073,H08,scan_055,745,0.576,H08,1,25,C6,Y,26.1,45.52645752
CMH_073,A09,scan_055,735.6,0.555,A09,1,25,C6,Y,26.1,43.32712517
CNH_064,C03,scan_033,798,0.586,C03,1,30,C6,N,27,46.408875
CMH_024,C01,scan_032,740.25,0.577,C01,1,30,C6,Y,26.2,70.22262027
CMH_024,C05,scan_070,720.6666667,0.754,C05,1,30,C6,Y,26.6,72.67194508
CNH_064,D03,scan_033,760.5,0.574,D03,1,35,C6,N,27,44.21003568
CMH_024,D01,scan_032,735.8,0.573,D01,1,35,C6,Y,26.2,68.0045881
CMH_024,D05,scan_070,711.5,0.574,D05,1,35,C6,Y,26.6,70.44760678
CNH_064,E03,scan_033,730.3333333,0.552,E03,1,40,C6,N,27,42.02464693
CMH_024,E01,scan_032,743.5714286,0.579,E01,1,40,C6,Y,26.2,65.7942806
CMH_024,E05,scan_070,713.5,0.58,E05,1,40,C6,Y,26.6,68.21411578
CNH_064,F03,scan_034,760,0.583,F03,1,45,C6,N,27,46.83853755
CMH_024,F01,scan_032,741,0.561,F01,1,45,C6,Y,26.2,63.59211898
CMH_024,F05,scan_070,704,0.561,F05,1,45,C6,Y,26.6,65.97095248
CNH_048,E02,scan_036,761.8,0.561,E02,1,50,C6,N,26.6,57.55885692
CNH_048,G04,scan_040,754.6666667,0.597,G04,1,50,C6,N,26.7,46.91552363
NLMCMH_164,D01,scan_037,771.3333333,0.567,D01,1,50,C6,Y,26.1,79.36753703
NLMCMH_164,A06,scan_079,775.25,0.609,A06,1,50,C6,Y,26.1,79.4398953
CMH_024,G01,scan_032,701.6,0.548,G01,1,60,C6,Y,26.2,61.38127977
CMH_024,G05,scan_070,724.2,0.568,G05,1,60,C6,Y,26.6,63.74061923
NLMCMH_164,E01,scan_037,780.8,0.563,E01,1,60,C6,Y,26.1,77.14406062
NLMCMH_164,B06,scan_079,790,0.594,B06,1,60,C6,Y,26.1,77.20489683
CNH_048,F02,scan_036,742.3333333,0.544,F02,10,10,C6,N,26.6,55.35634965
CNH_048,H04,scan_040,733.75,0.592,H04,10,10,C6,N,26.7,44.73401617
CMH_024,H01,scan_032,715.5,0.575,H01,10,10,C6,Y,26.2,59.17843293
CMH_024,H05,scan_070,755,0.589,H05,10,10,C6,Y,26.6,61.53195252
CMH_024,A02,scan_032,728.875,0.556,A02,10,15,C6,Y,26.2,56.97027955
CMH_024,A06,scan_070,710,0.549,A06,10,15,C6,Y,26.6,59.3171122
NLMCMH_164,F01,scan_037,745.5,0.542,F01,10,15,C6,Y,26.1,74.93572093
NLMCMH_164,C06,scan_079,751.3333333,0.571,C06,10,15,C6,Y,26.1,74.97189305
CNH_048,G02,scan_036,713,0.532,G02,10,20,C6,N,26.6,53.16518622
CNH_048,A05,scan_040,663,0.518,A05,10,20,C6,N,26.7,42.5471906
CMH_024,B02,scan_032,645,0.497,B02,10,20,C6,Y,26.2,54.77562002
CMH_024,B06,scan_070,651,0.507,B06,10,20,C6,Y,26.6,57.09294382
CNH_064,G03,scan_034,648.5,0.508,G03,10,25,C6,N,27,44.66637305
CMH_024,C02,scan_032,648.3333333,0.53,C02,10,25,C6,Y,26.2,52.56828415
CMH_024,C06,scan_070,673.75,0.501,C06,10,25,C6,Y,26.6,54.87340888
CMH_063,A03,scan_030,651,0.523,A03,10,25,C6,Y,25.9,44.4465612
CMH_063,E06,scan_063,626,0.507,E06,10,25,C6,Y,26,46.789063
CNH_064,H03,scan_034,602,0.5,H03,10,30,C6,N,27,42.47370668
CMH_024,D02,scan_032,608.5,0.481,D02,10,30,C6,Y,26.2,50.35394207
CMH_024,D06,scan_070,613,0.524,D06,10,30,C6,Y,26.6,52.64111698
CNH_064,A04,scan_035,576.5,0.501,A04,10,35,C6,N,26.9,47.27469978
CMH_024,E02,scan_032,550,0.478,E02,10,35,C6,Y,26.2,48.15327848
CMH_024,E06,scan_070,581.5,0.487,E06,10,35,C6,Y,26.6,50.41644515
CMH_073,B09,scan_055,616.5,0.514,B09,10,35,C6,Y,26.1,41.1044591
CMH_073,C09,scan_056,598.5,0.473,C09,10,35,C6,Y,26.1,47.60879243
CMH_073,D09,scan_056,600,0.507,D09,10,35,C6,Y,26.1,45.41162645
CNH_064,B04,scan_035,546,0.457,B04,10,40,C6,N,26.9,45.07402992
CMH_024,F06,scan_070,556.4,0.47,F06,10,40,C6,Y,26.6,48.20461525
NLMCMH_164,G01,scan_037,592,0.49,G01,10,40,C6,Y,26.1,72.71538448
NLMCMH_164,D06,scan_079,587,0.477,D06,10,40,C6,Y,26.1,72.73839187
CNH_064,C04,scan_035,535,0.439,C04,10,45,C6,N,26.9,42.88537515
CMH_024,G02,scan_032,522,0.445,G02,10,45,C6,Y,26.2,43.7401187
CMH_024,G06,scan_070,538,0.455,G06,10,45,C6,Y,26.6,45.98328478
CNH_048,H02,scan_036,509,0.426,H02,10,50,C6,N,26.6,50.97218
CNH_048,B05,scan_040,522.5,0.446,B05,10,50,C6,N,26.7,40.36168423
CMH_024,H02,scan_032,501.5,0.418,H02,10,50,C6,Y,26.2,41.53878492
CMH_024,H06,scan_070,514,0.464,H06,10,50,C6,Y,26.6,43.79911067
CMH_024,A03,scan_033,509,0.433,A03,10,55,C6,Y,26.3,46.39027628
CMH_024,A07,scan_070,516,0.455,A07,10,55,C6,Y,26.6,41.58111408
NLMCMH_164,E06,scan_079,537,0.454,E06,10,55,C6,Y,26.1,70.51672922
CMH_024,B03,scan_033,511.6666667,0.443,B03,10,60,C6,Y,26.3,44.1772785
CMH_024,B07,scan_071,508,0.449,B07,10,60,C6,Y,26.7,47.82127263
NLMCMH_164,A02,scan_037,521.8333333,0.437,A02,10,60,C6,Y,26.1,68.28689527
NLMCMH_164,F06,scan_079,520.1666667,0.432,F06,10,60,C6,Y,26.1,68.28472488
CMH_024,C03,scan_033,501,0.409,C03,100,7,C6,Y,26.3,41.97294192
CMH_024,C07,scan_071,505.6,0.437,C07,100,7,C6,Y,26.7,45.60211328
NLMCMH_164,B02,scan_037,502,0.403,B02,100,7,C6,Y,26.1,66.05423095
NLMCMH_164,G06,scan_079,500.5,0.433,G06,100,7,C6,Y,26.1,66.073891
CMH_024,D03,scan_034,496,0.411,D03,100,8,C6,Y,26.4,46.81778393
CMH_024,D07,scan_071,492,0.423,D07,100,8,C6,Y,26.7,43.39511343
NLMCMH_164,C02,scan_037,463.6666667,0.438,C02,100,8,C6,Y,26.1,63.8315587
NLMCMH_164,H06,scan_079,496,0.445,H06,100,8,C6,Y,26.1,63.86872083
CMH_024,E03,scan_034,476.1428571,0.385,E03,100,9,C6,Y,26.4,44.6176108
CMH_024,E07,scan_071,481,0.424,E07,100,9,C6,Y,26.7,41.18261685
NLMCMH_164,D02,scan_037,479.1666667,0.394,D02,100,9,C6,Y,26.1,61.61656098
NLMCMH_164,A07,scan_079,473.5,0.438,A07,100,9,C6,Y,26.1,61.64889563
CNH_048,A03,scan_036,477,0.38,A03,100,10,C6,N,26.6,48.77034648
CNH_048,C05,scan_040,478,0.415,C05,100,10,C6,N,26.7,38.16685383
NLMCMH_164,E02,scan_037,495,0.379,E02,100,10,C6,Y,26.1,59.41339613
NLMCMH_164,B07,scan_079,479,0.43,B07,100,10,C6,Y,26.1,59.42805457
CMH_024,F03,scan_034,480,0.403,F03,100,12,C6,Y,26.4,42.4156169
CMH_024,F07,scan_072,495,0.421,F07,100,12,C6,Y,26.7,47.44111347
NLMCMH_164,F02,scan_037,476,0.405,F02,100,12,C6,Y,26.1,57.19539765
NLMCMH_164,C07,scan_079,479.5,0.425,C07,100,12,C6,Y,26.1,57.21872083
CMH_024,G03,scan_035,491,0.404,G03,100,14,C6,Y,26.4,47.3102812
CMH_024,G07,scan_072,499.5,0.422,G07,100,14,C6,Y,26.7,45.24495125
NLMCMH_164,G02,scan_037,471,0.415,G02,100,14,C6,Y,26.1,54.98788858
NLMCMH_164,D07,scan_079,481,0.4,D07,100,14,C6,Y,26.1,54.9982235
CMH_024,H03,scan_035,516,0.353,H03,100,16,C6,Y,26.4,45.10061545
CMH_024,H07,scan_072,502,0.432,H07,100,16,C6,Y,26.7,43.03794467
NLMCMH_164,H02,scan_037,503,0.382,H02,100,16,C6,Y,26.1,52.76901863
NLMCMH_164,E07,scan_079,490,0.416,E07,100,16,C6,Y,26.1,52.78739628
CMH_024,A04,scan_035,520.5,0.367,A04,100,18,C6,Y,26.4,42.89705512
CMH_024,A08,scan_072,524,0.391,A08,100,18,C6,Y,26.7,40.82694668
NLMCMH_164,A03,scan_037,516.3333333,0.372,A03,100,18,C6,Y,26.1,50.54188935
NLMCMH_164,F07,scan_079,513.6666667,0.379,F07,100,18,C6,Y,26.1,50.58472657
CNH_048,B03,scan_036,523,0.31,B03,100,20,C6,N,26.6,46.57034947
CNH_048,D05,scan_040,522.5,0.381,D05,100,20,C6,N,26.7,35.97884638
NLMCMH_164,B03,scan_037,510,0.323,B03,100,20,C6,Y,26.1,48.3228951
NLMCMH_164,G07,scan_079,554.5,0.337,G07,100,20,C6,Y,26.1,48.36971718
CNH_064,D04,scan_035,524.3333333,0.366,D04,100,25,C6,N,26.9,40.68887562
CMH_024,B04,scan_036,520.6666667,0.393,B04,100,25,C6,Y,26.4,47.75493877
CMH_024,B08,scan_073,555.3636364,0.366,B08,100,25,C6,Y,26.7,47.09194365
CMH_063,B03,scan_030,583.6666667,0.342,B03,100,25,C6,Y,25.9,42.22006097
CMH_063,F06,scan_063,579,0.29,F06,100,25,C6,Y,26,44.57438248
CNH_064,E04,scan_035,551.5,0.354,E04,100,30,C6,N,26.9,38.50603995
CMH_024,C04,scan_036,617,0.316,C04,100,30,C6,Y,26.4,45.56544912
CMH_024,C08,scan_073,581,0.355,C08,100,30,C6,Y,26.7,44.87961745
CNH_064,F04,scan_035,565.375,0.295,F04,100,35,C6,N,26.9,36.32417577
CMH_024,D04,scan_036,644,0.309,D04,100,35,C6,Y,26.4,43.34742887
CMH_024,D08,scan_073,632.1666667,0.355,D08,100,35,C6,Y,26.7,42.68178568
CMH_073,E09,scan_056,640.5,0.328,E09,100,35,C6,Y,26.1,43.20629123
CMH_073,F09,scan_056,651,0.379,F09,100,35,C6,Y,26.1,41.0151252
CMH_073,G09,scan_056,646,0.357,G09,100,35,C6,Y,26.1,38.83062212
CNH_064,G04,scan_035,586.75,0.315,G04,100,40,C6,N,26.9,34.15536862
CMH_024,E04,scan_036,656.8571429,0.348,E04,100,40,C6,Y,26.4,41.1437833
CMH_024,E08,scan_074,647,0.344,E08,100,40,C6,Y,26.6,48.96194532
CMH_063,C03,scan_031,689.25,0.348,C03,100,40,C6,Y,25.9,46.93022707
CMH_063,G06,scan_063,667.5,0.279,G06,100,40,C6,Y,26,42.3563973
CNH_064,H04,scan_035,619,0.366,H04,100,45,C6,N,26.9,31.98070533
CMH_024,F04,scan_036,642,0.317,F04,100,45,C6,Y,26.4,38.94811878
CMH_024,F08,scan_074,669.2857143,0.307,F08,100,45,C6,Y,26.6,46.7606179
CNH_048,C03,scan_036,666,0.241,C03,100,50,C6,N,26.6,44.37835808
CNH_048,E05,scan_040,626.6666667,0.276,E05,100,50,C6,N,26.7,33.79702033
CMH_024,G04,scan_036,663.8,0.331,G04,100,50,C6,Y,26.4,36.75011808
CMH_024,G08,scan_074,688,0.316,G08,100,50,C6,Y,26.6,44.55911255
CMH_024,H04,scan_036,673,0.341,H04,100,55,C6,Y,26.4,34.5579451
CMH_024,H08,scan_074,691,0.303,H08,100,55,C6,Y,26.6,42.36261973
NLMCMH_164,C03,scan_037,675.4285714,0.206,C03,100,55,C6,Y,26.1,46.10538992
NLMCMH_164,H07,scan_079,646,0.19,H07,100,55,C6,Y,26.1,46.15387732
CMH_024,A05,scan_036,649.8,0.314,A05,100,60,C6,Y,26.4,32.34877905
CMH_024,A09,scan_074,650.8888889,0.262,A09,100,60,C6,Y,26.6,40.16195033
NLMCMH_164,D03,scan_037,676.5,0.151,D03,100,60,C6,Y,26.1,43.87689107
NLMCMH_164,A08,scan_079,668.75,0.158,A08,100,60,C6,Y,26.1,43.93305618
CMH_059,A02,scan_039,759,0.588,A02,1,20,C5,Y,25.8,72.73256353
CMH_059,H06,scan_083,760,0.624,H06,1,20,C5,Y,26.2,72.56872288
CMH_063,D02,scan_028,712.5,0.574,D02,1,20,C5,Y,25.7,41.6491548
CMH_063,H05,scan_061,726.5,0.615,H05,1,20,C5,Y,25.9,41.69172045
CMH_031,C01,scan_032,693.3333333,0.529,C01,1,30,C5,Y,26.9,70.23294928
CMH_063,E02,scan_029,730,0.591,E02,1,30,C5,Y,25.8,46.36306475
CMH_063,A06,scan_062,748,0.62,A06,1,30,C5,Y,26,47.59272525
CMH_031,D01,scan_032,709.25,0.539,D01,1,35,C5,Y,26.9,68.00344875
CMH_031,D05,scan_070,695.8,0.565,D05,1,35,C5,Y,26.8,70.38694618
CMH_063,F02,scan_029,723,0.604,F02,1,35,C5,Y,25.8,44.15785385
CMH_063,B06,scan_062,755.5,0.607,B06,1,35,C5,Y,26,45.35722453
CMH_031,E01,scan_032,708.5,0.546,E01,1,40,C5,Y,26.9,65.78844222
CMH_031,E05,scan_070,687,0.516,E05,1,40,C5,Y,26.8,68.17277715
CMH_059,F01,scan_039,761,0.566,F01,1,40,C5,Y,25.8,79.37772578
CMH_059,E06,scan_083,740.6,0.586,E06,1,40,C5,Y,26.2,79.20558348
CMH_031,F01,scan_032,689,0.535,F01,1,45,C5,Y,26.9,63.57978395
CMH_031,F05,scan_070,719.2,0.546,F05,1,45,C5,Y,26.8,65.9604408
CMH_059,G01,scan_039,753.5,0.584,G01,1,45,C5,Y,25.8,77.15622835
CMH_059,F06,scan_083,760,0.599,F06,1,45,C5,Y,26.2,76.97705697
CMH_031,G01,scan_032,669.5,0.51,G01,1,60,C5,Y,26.9,61.38377855
CMH_031,G05,scan_070,704,0.562,G05,1,60,C5,Y,26.8,63.7569489
CMH_059,H01,scan_039,746,0.571,H01,1,60,C5,Y,25.8,74.94305882
CMH_059,G06,scan_083,748.3333333,0.603,G06,1,60,C5,Y,26.2,74.77255795
CMH_031,H01,scan_032,690,0.543,H01,10,10,C5,Y,26.9,59.19544615
CMH_031,H05,scan_070,712,0.518,H05,10,10,C5,Y,26.8,61.54694088
CMH_059,B02,scan_039,754.3333333,0.579,B02,10,10,C5,Y,25.8,70.49739687
CMH_059,A07,scan_083,775,0.588,A07,10,10,C5,Y,26.2,70.34806138
CMH_031,A02,scan_032,689,0.526,A02,10,15,C5,Y,26.9,56.99860878
CMH_031,A06,scan_070,706,0.528,A06,10,15,C5,Y,26.8,59.33777803
CMH_059,C02,scan_039,771,0.588,C02,10,15,C5,Y,25.8,68.27772435
CMH_059,B07,scan_083,739.2857143,0.571,B07,10,15,C5,Y,26.2,68.13521817
CMH_031,B02,scan_032,733.5,0.557,B02,10,20,C5,Y,26.9,54.79261448
CMH_031,B06,scan_070,688.5,0.532,B06,10,20,C5,Y,26.8,57.114442
CMH_059,D02,scan_039,775,0.514,D02,10,20,C5,Y,25.8,66.05615233
CMH_059,C07,scan_083,718.5,0.552,C07,10,20,C5,Y,26.2,65.92488562
CMH_031,C06,scan_070,707.5,0.541,C06,10,25,C5,Y,26.8,54.88911728
CMH_059,E02,scan_039,725,0.548,E02,10,25,C5,Y,25.8,63.84338795
CMH_059,D07,scan_083,694,0.525,D07,10,25,C5,Y,26.2,63.70372623
CMH_031,D02,scan_032,649,0.511,D02,10,30,C5,Y,26.9,50.35378368
CMH_031,D06,scan_070,688,0.499,D06,10,30,C5,Y,26.8,52.67378315
CMH_059,F02,scan_039,687,0.512,F02,10,30,C5,Y,25.8,61.62655822
CMH_059,E07,scan_083,652.3333333,0.47,E07,10,30,C5,Y,26.2,61.48839113
CMH_031,E02,scan_032,651,0.517,E02,10,35,C5,Y,26.9,48.16209902
CMH_031,E06,scan_070,636.2,0.503,E06,10,35,C5,Y,26.8,50.46932043
CMH_059,G02,scan_039,652.6666667,0.492,G02,10,35,C5,Y,25.8,59.41272755
CMH_059,F07,scan_083,607,0.441,F07,10,35,C5,Y,26.2,59.279347
CMH_031,F02,scan_032,622.375,0.482,F02,10,40,C5,Y,26.9,45.95844852
CMH_031,F06,scan_070,615.6666667,0.476,F06,10,40,C5,Y,26.8,48.2416104
CMH_059,H02,scan_039,631.3333333,0.508,H02,10,40,C5,Y,25.8,57.19572553
CMH_059,G07,scan_083,592.5,0.43,G07,10,40,C5,Y,26.2,57.07156332
CMH_031,G02,scan_032,592.6666667,0.467,G02,10,45,C5,Y,26.9,43.75645162
CMH_031,G06,scan_070,602.5,0.462,G06,10,45,C5,Y,26.8,46.02145132
CMH_059,A03,scan_039,600.6666667,0.471,A03,10,45,C5,Y,25.8,54.9620589
CMH_059,H07,scan_083,558,0.379,H07,10,45,C5,Y,26.2,54.86213637
CMH_031,H02,scan_032,550.5,0.464,H02,10,50,C5,Y,26.9,41.54975952
CMH_031,H06,scan_070,583.2,0.476,H06,10,50,C5,Y,26.8,43.80578265
CMH_059,B03,scan_039,591,0.47,B03,10,50,C5,Y,25.8,52.73006415
CMH_059,A08,scan_083,570.5,0.463,A08,10,50,C5,Y,26.2,52.65122263
CMH_031,A03,scan_033,554,0.463,A03,10,55,C5,Y,26.9,46.4059467
CMH_031,A07,scan_070,557,0.474,A07,10,55,C5,Y,26.8,41.58721033
CMH_059,C03,scan_039,583.4285714,0.45,C03,10,55,C5,Y,25.8,50.51472277
CMH_059,B08,scan_083,556,0.417,B08,10,55,C5,Y,26.2,50.43739095
CMH_031,B07,scan_071,559.4,0.464,B07,10,60,C5,Y,26.9,47.82094995
CMH_059,D03,scan_039,563,0.411,D03,10,60,C5,Y,25.8,48.28455298
CMH_059,E03,scan_039,562.5,0.421,E03,10,60,C5,Y,25.8,46.0755578
CMH_059,D08,scan_083,529,0.624,D08,10,60,C5,Y,26.2,46.00922928
CMH_031,C03,scan_033,518,0.451,C03,100,7,C5,Y,26.9,41.96210542
CMH_031,C07,scan_071,522,0.428,C07,100,7,C5,Y,26.9,45.59178363
CMH_059,F03,scan_039,537.75,0.392,F03,100,7,C5,Y,25.8,43.86439287
CMH_059,E08,scan_083,508.5,0.386,E08,100,7,C5,Y,26.2,43.79456343
CMH_031,D03,scan_034,498.5,0.429,D03,100,8,C5,Y,26.9,46.81611232
CMH_031,D07,scan_071,519.8,0.44,D07,100,8,C5,Y,26.9,43.38394617
CMH_059,G03,scan_039,521,0.405,G03,100,8,C5,Y,25.8,41.66272995
CMH_059,F08,scan_083,522,0.416,F08,100,8,C5,Y,26.2,41.57956003
CMH_031,E03,scan_034,495,0.412,E03,100,9,C5,Y,26.9,44.59727635
CMH_031,E07,scan_071,517,0.44,E07,100,9,C5,Y,26.9,41.16260952
CMH_059,H03,scan_040,516,0.418,H03,100,9,C5,Y,25.9,46.81239025
CMH_059,G08,scan_084,512.5,0.38,G08,100,9,C5,Y,26.3,48.41039258
CMH_031,F03,scan_034,480.5,0.422,F03,100,12,C5,Y,26.9,42.39810997
CMH_031,F07,scan_072,491,0.437,F07,100,12,C5,Y,26.9,47.42310735
CMH_059,A04,scan_040,506.5,0.396,A04,100,12,C5,Y,25.9,44.60539032
CMH_059,H08,scan_084,503,0.407,H08,100,12,C5,Y,26.3,46.21289145
CMH_031,G03,scan_035,500,0.401,G03,100,14,C5,Y,26.9,47.29394938
CMH_031,G07,scan_072,498.6666667,0.421,G07,100,14,C5,Y,26.9,45.21728525
CMH_059,A09,scan_084,506,0.403,A09,100,14,C5,Y,26.3,43.99989273
CMH_031,H03,scan_035,501,0.401,H03,100,16,C5,Y,26.9,45.0856129
CMH_031,H07,scan_072,495.5,0.417,H07,100,16,C5,Y,26.9,43.02545022
CMH_059,C04,scan_041,519.3333333,0.362,C04,100,16,C5,Y,26,47.53638682
CMH_059,B09,scan_084,510,0.369,B09,100,16,C5,Y,26.3,41.76405658
CMH_031,A04,scan_035,522,0.347,A04,100,18,C5,Y,26.9,42.87794148
CMH_031,A08,scan_072,481,0.446,A08,100,18,C5,Y,26.9,40.80427847
CMH_059,D04,scan_041,537.6666667,0.331,D04,100,18,C5,Y,26,45.31105743
CMH_059,C09,scan_085,524,0.361,C09,100,18,C5,Y,26.3,48.58239013
CMH_031,B04,scan_036,544.2,0.35,B04,100,25,C5,Y,26.9,47.74361378
CMH_031,B08,scan_073,539,0.382,B08,100,25,C5,Y,26.8,47.06478308
CMH_059,E04,scan_041,564,0.329,E04,100,25,C5,Y,26,43.10221945
CMH_059,D09,scan_085,564.5,0.332,D09,100,25,C5,Y,26.3,46.36239197
CMH_031,C04,scan_036,581,0.346,C04,100,30,C5,Y,26.9,45.54028135
CMH_031,C08,scan_073,615.5,0.339,C08,100,30,C5,Y,26.8,44.84861367
CMH_059,F04,scan_042,619,0.304,F04,100,30,C5,Y,26,48.27672957
CMH_059,E09,scan_085,611.5,0.298,E09,100,30,C5,Y,26.3,44.13472852
CMH_031,D04,scan_036,587,0.337,D04,100,35,C5,Y,26.9,43.33361317
CMH_031,D08,scan_073,589.6666667,0.376,D08,100,35,C5,Y,26.8,42.63711688
CMH_059,G04,scan_042,635.8333333,0.324,G04,100,35,C5,Y,26,46.06972438
